Store;Date;Weekly_Sales;Holiday_Flag;Temperature;Fuel_Price;CPI;Unemployment
7;22/07/2011;688043.96;0;56.22;3.545;1.935.120.367;8.622
7;29/07/2011;653382.62;0;56.66;3.547;193.711.525;8.622
7;05/08/2011;695392.84;0;55.91;3.554;1.939.110.133;8.622
7;12/08/2011;670670.46;0;54.56;3.542;1.941.105.017;8.622
7;19/08/2011;645156.21;0;56.06;3.499;1.942.500.634;8.622
7;26/08/2011;629994.47;0;57.6;3.485;1.943.796.374;8.622
7;02/09/2011;592355.24;0;53.4;3.511;1.945.092.113;8.622
7;09/09/2011;613135.23;1;45.61;3.566;1.946.387.853;8.622
7;16/09/2011;558981.45;0;43.67;3.596;1.947.419.707;8.622
7;23/09/2011;536144.81;0;43.67;3.581;1.948.099.713;8.622
7;30/09/2011;488880.26;0;47.34;3.538;1.948.779.718;8.622
7;07/10/2011;525866.36;0;40.65;3.498;1.949.459.724;8.513
7;14/10/2011;501959.19;0;32.65;3.491;1.950.261.012;8.513
7;21/10/2011;558691.43;0;37.49;3.548;1.951.789.994;8.513
7;28/10/2011;527339.52;0;28.82;3.55;1.953.318.977;8.513
7;04/11/2011;564536.01;0;23.41;3.527;1.954.847.959;8.513
7;11/11/2011;556015.59;0;19.53;3.505;1.956.376.941;8.513
7;18/11/2011;539826.56;0;29.53;3.479;1.957.184.713;8.513
7;25/11/2011;949075.87;1;27.6;3.424;1.957.704;8.513
7;02/12/2011;591907.88;0;20.38;3.378;1.958.223.287;8.513
7;09/12/2011;653845.45;0;11.17;3.331;1.958.742.575;8.513
7;16/12/2011;720242.19;0;15.2;3.266;1.959.841.685;8.513
7;23/12/2011;1059715.27;0;12.19;3.173;1.961.713.893;8.513
7;30/12/2011;815915.52;1;15.56;3.119;1.963.586.101;8.513
7;06/01/2012;713117.66;0;18.67;3.095;1.965.458.309;8.256
7;13/01/2012;593875.46;0;7.46;3.077;1.967.330.517;8.256
7;20/01/2012;578002.85;0;27.41;3.055;1.967.796.652;8.256
7;27/01/2012;541037.98;0;26.9;3.038;1.968.262.786;8.256
7;03/02/2012;580453.32;0;22.2;3.031;1.968.728.921;8.256
7;10/02/2012;563460.77;1;18.79;3.103;1.969.195.056;8.256
7;17/02/2012;620908.18;0;27.03;3.113;1.969.432.711;8.256
7;24/02/2012;603041.14;0;24.41;3.129;1.969.499.007;8.256
7;02/03/2012;551058.13;0;21.64;3.191;1.969.565.303;8.256
7;09/03/2012;579166.5;0;30.1;3.286;1.969.631.599;8.256
7;16/03/2012;669205.73;0;37.29;3.486;1.970.457.208;8.256
7;23/03/2012;615997.29;0;35.06;3.664;1.972.295.234;8.256
7;30/03/2012;583322.2;0;44.99;3.75;1.974.133.259;8.256
7;06/04/2012;621425.98;0;44.29;3.854;1.975.971.285;8.09
7;13/04/2012;517420.23;0;41.43;3.901;197.780.931;8.09
7;20/04/2012;457340.06;0;39.3;3.936;1.977.227.385;8.09
7;27/04/2012;467827.75;0;51.49;3.927;197.664.546;8.09
7;04/05/2012;465198.89;0;45.38;3.903;1.976.063.534;8.09
7;11/05/2012;460397.41;0;48.54;3.87;1.975.481.609;8.09
7;18/05/2012;468428.3;0;49.41;3.837;1.975.553.137;8.09
7;25/05/2012;532739.77;0;50.6;3.804;1.975.886.046;8.09
7;01/06/2012;598495.02;0;55.06;3.764;1.976.218.954;8.09
7;08/06/2012;642963.75;0;63.07;3.741;1.976.551.863;8.09
7;15/06/2012;666942.02;0;59.33;3.723;197.692.292;8.09
7;22/06/2012;687344.68;0;63.69;3.735;1.977.389.345;8.09
7;29/06/2012;704335.41;0;68.84;3.693;197.785.577;8.09
7;06/07/2012;805642.61;0;64.67;3.646;1.978.322.195;7.872
7;13/07/2012;694150.89;0;64.21;3.613;1.978.788.621;7.872
7;20/07/2012;686345.69;0;62.87;3.585;1.979.290.378;7.872
7;27/07/2012;686365.4;0;64.6;3.57;1.979.792.136;7.872
7;03/08/2012;680954.81;0;61.83;3.528;1.980.293.893;7.872
7;10/08/2012;675926.3;0;63.41;3.509;1.980.795.651;7.872
7;17/08/2012;642450.4;0;59.66;3.545;1.981.001.057;7.872
7;24/08/2012;609099.37;0;59.27;3.558;1.980.984.199;7.872
7;31/08/2012;586467.16;0;60.46;3.556;1.980.967.341;7.872
7;07/09/2012;597876.55;1;57.84;3.596;1.980.950.484;7.872
7;14/09/2012;541120.2;0;53.66;3.659;1.981.267.184;7.872
7;21/09/2012;530842.25;0;51.77;3.765;198.358.523;7.872
7;28/09/2012;525545.76;0;50.64;3.789;1.985.903.276;7.872
7;05/10/2012;505830.56;0;48.43;3.779;1.988.221.322;7.557
7;12/10/2012;503463.93;0;41.43;3.76;1.990.539.368;7.557
7;19/10/2012;516424.83;0;43.01;3.75;1.991.481.963;7.557
7;26/10/2012;495543.28;0;42.53;3.686;1.992.195.317;7.557
8;05/02/2010;1004137.09;0;34.14;2.572;2.144.714.512;6.299
8;12/02/2010;994801.4;1;33.34;2.548;2.146.214.189;6.299
8;19/02/2010;963960.37;0;39.1;2.514;2.146.664.878;6.299
8;26/02/2010;847592.11;0;37.91;2.561;2.146.940.735;6.299
8;05/03/2010;881503.95;0;45.64;2.625;2.147.216.592;6.299
8;12/03/2010;860336.16;0;49.76;2.667;2.147.492.449;6.299
8;19/03/2010;839911;0;47.26;2.72;2.145.764.954;6.299
8;26/03/2010;772539.12;0;46.51;2.732;2.143.703.567;6.299
8;02/04/2010;914500.91;0;60.18;2.719;214.164.218;6.29
8;09/04/2010;916033.92;0;59.25;2.77;2.139.580.793;6.29
8;16/04/2010;882917.12;0;62.66;2.808;2.138.186.357;6.29
8;23/04/2010;850440.26;0;56.1;2.795;213.768.119;6.29
8;30/04/2010;778672.64;0;61.01;2.78;2.137.176.024;6.29
8;07/05/2010;916820.96;0;62.68;2.835;2.136.670.857;6.29
8;14/05/2010;873337.84;0;61.35;2.854;2.136.655.355;6.29
8;21/05/2010;818333.21;0;66.03;2.826;2.139.577.839;6.29
8;28/05/2010;868041.56;0;74.71;2.759;2.142.500.323;6.29
8;04/06/2010;958225.41;0;75.71;2.705;2.145.422.806;6.29
8;11/06/2010;914835.86;0;82.21;2.668;214.834.529;6.29
8;18/06/2010;869922.56;0;78.79;2.637;2.148.324.452;6.29
8;25/06/2010;814919.11;0;81.78;2.653;2.147.126.286;6.29
8;02/07/2010;852333.75;0;74.78;2.669;2.145.928.119;6.315
8;09/07/2010;845289.77;0;72.49;2.642;2.144.729.952;6.315
8;16/07/2010;848630.57;0;77.49;2.623;2.144.640.599;6.315
8;23/07/2010;785515.88;0;78.29;2.608;2.146.029.664;6.315
8;30/07/2010;787295.09;0;76.02;2.64;2.147.418.728;6.315
8;06/08/2010;893399.77;0;80.37;2.627;2.148.807.793;6.315
8;13/08/2010;867919.21;0;80.11;2.692;2.150.196.857;6.315
8;20/08/2010;870676.44;0;79.36;2.664;2.149.779.825;6.315
8;27/08/2010;888816.78;0;74.92;2.619;2.149.362.793;6.315
8;03/09/2010;899036.47;0;76.14;2.577;214.894.576;6.315
8;10/09/2010;831425.2;1;74.34;2.565;2.148.528.728;6.315
8;17/09/2010;836707.85;0;75.32;2.582;2.148.785.562;6.315
8;24/09/2010;773725.08;0;72.21;2.624;2.149.547.795;6.315
8;01/10/2010;804105.49;0;68.7;2.603;2.150.310.029;6.433
8;08/10/2010;870349.86;0;62.94;2.633;2.151.072.262;6.433
8;15/10/2010;826546.96;0;62.59;2.72;2.151.757;6.433
8;22/10/2010;836419.14;0;62.86;2.725;2.152.248;6.433
8;29/10/2010;830756.76;0;57.93;2.716;2.152.739;6.433
8;05/11/2010;927266.34;0;55.76;2.689;215.323;6.433
8;12/11/2010;911538.98;0;54.89;2.728;2.153.721;6.433
8;19/11/2010;885608.04;0;43.86;2.771;2.152.538.714;6.433
8;26/11/2010;1261693.16;1;51.07;2.735;2.151.077.548;6.433
8;03/12/2010;952766.93;0;42.85;2.708;2.149.616.381;6.433
8;10/12/2010;1069061.63;0;42.47;2.843;2.148.155.214;6.433
8;17/12/2010;1220579.55;0;45.03;2.869;2.147.510.843;6.433
8;24/12/2010;1511641.09;0;45.67;2.886;2.147.479.069;6.433
8;31/12/2010;773586.49;1;41.47;2.943;2.147.447.295;6.433
8;07/01/2011;873065.23;0;35.77;2.976;2.147.415.521;6.262
8;14/01/2011;809646.66;0;31.62;2.983;2.147.930.991;6.262
8;21/01/2011;822668.23;0;42.06;3.016;2.151.729.926;6.262
8;28/01/2011;782256.66;0;39.26;3.01;2.155.528.862;6.262
8;04/02/2011;944594.78;0;24.48;2.989;2.159.327.797;6.262
8;11/02/2011;996147.39;1;28.26;3.022;2.163.126.733;6.262
8;18/02/2011;1065108.64;0;50.64;3.045;2.166.310.383;6.262
8;25/02/2011;917317.15;0;51.29;3.065;2.169.247.918;6.262
8;04/03/2011;935266.43;0;53.18;3.288;2.172.185.454;6.262
8;11/03/2011;900387.29;0;49.14;3.459;217.512.299;6.262
8;18/03/2011;898289.14;0;56.68;3.488;2.177.705.442;6.262
8;25/03/2011;827968.36;0;59.74;3.473;2.180.145.862;6.262
8;01/04/2011;878762.3;0;49.86;3.524;2.182.586.281;6.297
8;08/04/2011;949825.83;0;65.62;3.622;21.850.267;6.297
8;15/04/2011;908278.74;0;63.55;3.743;2.187.262.524;6.297
8;22/04/2011;937473.13;0;65.11;3.807;2.188.986.857;6.297
8;29/04/2011;855014.77;0;62.29;3.81;219.071.119;6.297
8;06/05/2011;941457.34;0;58.92;3.906;2.192.435.524;6.297
8;13/05/2011;895763.41;0;72.96;3.899;2.194.159.857;6.297
8;20/05/2011;836049.89;0;65.54;3.907;2.191.746.922;6.297
8;27/05/2011;857939.41;0;73.14;3.786;2.189.333.986;6.297
8;03/06/2011;929222.16;0;82.05;3.699;2.186.921.051;6.297
8;10/06/2011;897309.41;0;82.21;3.648;2.184.508.115;6.297
8;17/06/2011;922048.41;0;84.73;3.637;2.184.021.448;6.297
8;24/06/2011;864881.24;0;83.94;3.594;2.184.979.481;6.297
8;01/07/2011;883683.35;0;87.26;3.524;2.185.937.514;6.425
8;08/07/2011;861965.12;0;83.57;3.48;2.186.895.548;6.425
8;15/07/2011;849925.37;0;84.26;3.575;2.187.746.217;6.425
8;22/07/2011;829902.42;0;85.46;3.651;2.188.328.475;6.425
8;29/07/2011;807082.19;0;86.46;3.682;2.188.910.733;6.425
8;05/08/2011;892393.77;0;85.15;3.684;2.189.492.991;6.425
8;12/08/2011;856796.1;0;86.05;3.638;2.190.075.249;6.425
8;19/08/2011;895066.5;0;82.92;3.554;2.190.701.968;6.425
8;26/08/2011;912542.82;0;84.69;3.523;2.191.336.097;6.425
8;02/09/2011;891387.14;0;84.77;3.533;2.191.970.226;6.425
8;09/09/2011;848358.09;1;69.01;3.546;2.192.604.355;6.425
8;16/09/2011;870971.82;0;69.09;3.526;2.194.442.443;6.425
8;23/09/2011;806444.29;0;68.72;3.467;219.788.581;6.425
8;30/09/2011;809049.37;0;72.2;3.355;2.201.329.176;6.425
8;07/10/2011;929976.55;0;67.61;3.285;2.204.772.543;6.123
8;14/10/2011;863188.26;0;61.74;3.274;2.207.960.935;6.123
8;21/10/2011;905984.49;0;59.97;3.353;2.209.619.484;6.123
8;28/10/2011;876712.31;0;56.86;3.372;2.211.278.032;6.123
8;04/11/2011;947815.05;0;49.68;3.332;2.212.936.581;6.123
8;11/11/2011;917088.48;0;50.56;3.297;2.214.595.129;6.123
8;18/11/2011;897032.19;0;51.72;3.308;2.216.911.738;6.123
8;25/11/2011;1235163.86;1;49.61;3.236;2.219.491.571;6.123
8;02/12/2011;986601.46;0;40.82;3.172;2.222.071.405;6.123
8;09/12/2011;1051922.95;0;30.51;3.158;2.224.651.238;6.123
8;16/12/2011;1118163.94;0;39.79;3.159;2.226.910.959;6.123
8;23/12/2011;1462254.05;0;38.16;3.112;2.228.743.862;6.123
8;30/12/2011;858572.22;1;36.33;3.129;2.230.576.765;6.123
8;06/01/2012;872113.23;0;43.47;3.157;2.232.409.668;5.825
8;13/01/2012;817661.76;0;36.46;3.261;2.234.242.571;5.825
8;20/01/2012;813954.82;0;46.81;3.268;2.235.188.055;5.825
8;27/01/2012;778178.53;0;45.52;3.29;2.236.133.539;5.825
8;03/02/2012;927610.69;0;45.56;3.36;2.237.079.023;5.825
8;10/02/2012;1021400.42;1;35.71;3.409;2.238.024.507;5.825
8;17/02/2012;1096232.89;0;37.51;3.51;2.239.658.621;5.825
8;24/02/2012;928537.54;0;46.33;3.555;2.241.809.207;5.825
8;02/03/2012;952264.91;0;50.95;3.63;2.243.959.793;5.825
8;09/03/2012;960115.56;0;49.59;3.669;2.246.110.379;5.825
8;16/03/2012;921178.39;0;56.63;3.734;2.247.657.327;5.825
8;23/03/2012;874223.25;0;52.9;3.787;2.248.399.424;5.825
8;30/03/2012;905935.29;0;66.69;3.845;2.249.141.521;5.825
8;06/04/2012;1046816.59;0;62.18;3.891;2.249.883.618;5.679
8;13/04/2012;909989.45;0;65.19;3.891;2.250.625.714;5.679
8;20/04/2012;872288.46;0;63.59;3.877;2.251.179.914;5.679
8;27/04/2012;879448.25;0;70.34;3.814;2.251.734.114;5.679
8;04/05/2012;937232.09;0;73.96;3.749;2.252.288.314;5.679
8;11/05/2012;920128.89;0;64.96;3.688;2.252.842.514;5.679
8;18/05/2012;913922.01;0;64.16;3.63;2.253.002.908;5.679
8;25/05/2012;895157.44;0;76.11;3.561;2.253.005.779;5.679
8;01/06/2012;921161.2;0;78.31;3.501;225.300.865;5.679
8;08/06/2012;928820;0;74.28;3.452;2.253.011.521;5.679
8;15/06/2012;916918.7;0;77.14;3.393;2.253.134.743;5.679
8;22/06/2012;899449.65;0;78.85;3.346;2.253.558.843;5.679
8;29/06/2012;878298.22;0;84.47;3.286;2.253.982.943;5.679
8;06/07/2012;936205.5;0;81.24;3.227;2.254.407.043;5.401
8;13/07/2012;890488.01;0;78.46;3.256;2.254.831.143;5.401
8;20/07/2012;888834.07;0;79.94;3.311;2.254.930.078;5.401
8;27/07/2012;838227.52;0;81.71;3.407;2.255.029.014;5.401
8;03/08/2012;897076.73;0;85.06;3.417;2.255.127.949;5.401
8;10/08/2012;930745.69;0;83.74;3.494;2.255.226.885;5.401
8;17/08/2012;896613.19;0;81.21;3.571;2.256.050.797;5.401
8;24/08/2012;936373.65;0;73.77;3.62;2.257.418.442;5.401
8;31/08/2012;976137.73;0;75.33;3.638;2.258.786.088;5.401
8;07/09/2012;932160.37;1;80.87;3.73;2.260.153.733;5.401
8;14/09/2012;883569.38;0;67.21;3.717;2.261.615.981;5.401
8;21/09/2012;857796.45;0;66.96;3.721;2.263.645.848;5.401
8;28/09/2012;884724.41;0;71.1;3.666;2.265.675.714;5.401
8;05/10/2012;976436.02;0;61.41;3.617;2.267.705.581;5.124
8;12/10/2012;927511.99;0;55.03;3.601;2.269.735.448;5.124
8;19/10/2012;900309.75;0;62.99;3.594;2.270.184.166;5.124
8;26/10/2012;891671.44;0;64.74;3.506;2.270.369.359;5.124
9;05/02/2010;549505.55;0;38.01;2.572;2.146.554.591;6.415
9;12/02/2010;552677.48;1;37.08;2.548;2.148.056.534;6.415
9;19/02/2010;511327.9;0;43.06;2.514;2.148.506.185;6.415
9;26/02/2010;473773.27;0;43.83;2.561;2.148.780.453;6.415
9;05/03/2010;507297.88;0;48.43;2.625;2.149.054.721;6.415
9;12/03/2010;494145.8;0;55.76;2.667;214.932.899;6.415
9;19/03/2010;485744.61;0;53.15;2.72;2.147.597.274;6.415
9;26/03/2010;484946.56;0;51.8;2.732;2.145.531.227;6.415
9;02/04/2010;545206.32;0;65.21;2.719;2.143.465.181;6.384
9;09/04/2010;529384.31;0;64.95;2.77;2.141.399.135;6.384
9;16/04/2010;485764.32;0;66.09;2.808;2.140.001.817;6.384
9;23/04/2010;488683.57;0;61.26;2.795;2.139.496.138;6.384
9;30/04/2010;491723.42;0;66.07;2.78;2.138.990.459;6.384
9;07/05/2010;526128.61;0;68.58;2.835;213.848.478;6.384
9;14/05/2010;492792.8;0;70.53;2.854;2.138.469.819;6.384
9;21/05/2010;506274.94;0;71.5;2.826;2.141.399.162;6.384
9;28/05/2010;558143.53;0;77.12;2.759;2.144.328.505;6.384
9;04/06/2010;586061.46;0;79.65;2.705;2.147.257.848;6.384
9;11/06/2010;522715.68;0;83.75;2.668;2.150.187.191;6.384
9;18/06/2010;513073.87;0;82.99;2.637;2.150.166.484;6.384
9;25/06/2010;509263.28;0;85.02;2.653;2.148.965.756;6.384
9;02/07/2010;528832.54;0;78.55;2.669;2.147.765.028;6.442
9;09/07/2010;485389.15;0;78.51;2.642;2.146.564.301;6.442
9;16/07/2010;474030.51;0;82.93;2.623;2.146.474.453;6.442
9;23/07/2010;462676.5;0;84.49;2.608;2.147.865.779;6.442
9;30/07/2010;468675.19;0;79.83;2.64;2.149.257.105;6.442
9;06/08/2010;522815.45;0;87.09;2.627;215.064.843;6.442
9;13/08/2010;481897.98;0;86.85;2.692;2.152.039.756;6.442
9;20/08/2010;499325.38;0;86.3;2.664;2.151.619.646;6.442
9;27/08/2010;506789.66;0;84.01;2.619;2.151.199.536;6.442
9;03/09/2010;511049.06;0;82.47;2.577;2.150.779.426;6.442
9;10/09/2010;484835.2;1;77.7;2.565;2.150.359.315;6.442
9;17/09/2010;463448.59;0;81.19;2.582;2.150.615.285;6.442
9;24/09/2010;452905.22;0;77.15;2.624;2.151.378.313;6.442
9;01/10/2010;495692.19;0;69.08;2.603;2.152.141.341;6.56
9;08/10/2010;505069.21;0;65.35;2.633;215.290.437;6.56
9;15/10/2010;454769.68;0;67.36;2.72;2.153.589.917;6.56
9;22/10/2010;466322.76;0;69.99;2.725;2.154.081.762;6.56
9;29/10/2010;508801.61;0;64.43;2.716;2.154.573.607;6.56
9;05/11/2010;517869.97;0;58.69;2.689;2.155.065.452;6.56
9;12/11/2010;520846.68;0;61.59;2.728;2.155.557.297;6.56
9;19/11/2010;519823.3;0;49.96;2.771;2.154.372.854;6.56
9;26/11/2010;768070.53;1;60.18;2.735;2.152.909.028;6.56
9;03/12/2010;578164.82;0;49.89;2.708;2.151.445.203;6.56
9;10/12/2010;618121.82;0;46.1;2.843;2.149.981.378;6.56
9;17/12/2010;685243.2;0;49.7;2.869;2.149.334.937;6.56
9;24/12/2010;873347.55;0;50.93;2.886;2.149.301.534;6.56
9;31/12/2010;459770.85;1;45.92;2.943;2.149.268.131;6.56
9;07/01/2011;490981.78;0;41.82;2.976;2.149.234.729;6.416
9;14/01/2011;458086.69;0;36.43;2.983;2.149.749.587;6.416
9;21/01/2011;454021.69;0;44.72;3.016;2.153.554.013;6.416
9;28/01/2011;463561.48;0;43.9;3.01;2.157.358.438;6.416
9;04/02/2011;544612.28;0;31.82;2.989;2.161.162.864;6.416
9;11/02/2011;555279.02;1;34.13;3.022;216.496.729;6.416
9;18/02/2011;610985.56;0;58.5;3.045;2.168.154.856;6.416
9;25/02/2011;513107.2;0;59.01;3.065;2.171.095.679;6.416
9;04/03/2011;542016.18;0;60.67;3.288;2.174.036.503;6.416
9;11/03/2011;517783.5;0;54.75;3.459;2.176.977.326;6.416
9;18/03/2011;515226.11;0;63.82;3.488;2.179.563.371;6.416
9;25/03/2011;497488.4;0;68.79;3.473;2.182.007.506;6.416
9;01/04/2011;520962.14;0;56.12;3.524;218.445.164;6.38
9;08/04/2011;561625.92;0;71.4;3.622;2.186.895.775;6.38
9;15/04/2011;528420.28;0;71.9;3.743;2.189.134.935;6.38
9;22/04/2011;549502.11;0;72.35;3.807;2.190.861.659;6.38
9;29/04/2011;532226.2;0;70.85;3.81;2.192.588.382;6.38
9;06/05/2011;545251.1;0;62.2;3.906;2.194.315.106;6.38
9;13/05/2011;539126;0;77.66;3.899;2.196.041.829;6.38
9;20/05/2011;518266.9;0;70.49;3.907;2.193.622.809;6.38
9;27/05/2011;553834.04;0;80.42;3.786;2.191.203.788;6.38
9;03/06/2011;587004.29;0;85.8;3.699;2.188.784.768;6.38
9;10/06/2011;550076.32;0;85.81;3.648;2.186.365.747;6.38
9;17/06/2011;558671.14;0;89.15;3.637;2.185.877.333;6.38
9;24/06/2011;538745.93;0;86.74;3.594;2.186.836.874;6.38
9;01/07/2011;537064.03;0;89.14;3.524;2.187.796.415;6.404
9;08/07/2011;535983.13;0;89.04;3.48;2.188.755.955;6.404
9;15/07/2011;512834.04;0;90.45;3.575;2.189.607.242;6.404
9;22/07/2011;491449.94;0;89.08;3.651;2.190.187.895;6.404
9;29/07/2011;471449.98;0;91.1;3.682;2.190.768.548;6.404
9;05/08/2011;554879.67;0;91.52;3.684;2.191.349.201;6.404
9;12/08/2011;520284.79;0;91.63;3.638;2.191.929.854;6.404
9;19/08/2011;540819.44;0;85.8;3.554;2.192.556.109;6.404
9;26/08/2011;542663.53;0;88.95;3.523;2.193.189.965;6.404
9;02/09/2011;544643.33;0;89.33;3.533;219.382.382;6.404
9;09/09/2011;528784.86;1;75.65;3.546;2.194.457.675;6.404
9;16/09/2011;500274.03;0;77.95;3.526;2.196.297.841;6.404
9;23/09/2011;506743.78;0;74.42;3.467;2.199.746.423;6.404
9;30/09/2011;508567.04;0;78.45;3.355;2.203.195.004;6.404
9;07/10/2011;553836.98;0;72.62;3.285;2.206.643.585;6.054
9;14/10/2011;529515.66;0;67.27;3.274;2.209.836.849;6.054
9;21/10/2011;557075.21;0;65.46;3.353;2.211.498.206;6.054
9;28/10/2011;548527.49;0;63.96;3.372;2.213.159.563;6.054
9;04/11/2011;597855.07;0;54.46;3.332;2.214.820.921;6.054
9;11/11/2011;594574.12;0;58.28;3.297;2.216.482.278;6.054
9;18/11/2011;542414.27;0;58.8;3.308;2.218.803.923;6.054
9;25/11/2011;814753.5;1;54.32;3.236;2.221.389.683;6.054
9;02/12/2011;613115.21;0;46.84;3.172;2.223.975.443;6.054
9;09/12/2011;630327.28;0;37.65;3.158;2.226.561.203;6.054
9;16/12/2011;705557.97;0;47.31;3.159;2.228.825.484;6.054
9;23/12/2011;905324.68;0;44.43;3.112;2.230.661.125;6.054
9;30/12/2011;549788.36;1;43.41;3.129;2.232.496.766;6.054
9;06/01/2012;519585.67;0;47.54;3.157;2.234.332.408;5.667
9;13/01/2012;474964.6;0;42.44;3.261;2.236.168.049;5.667
9;20/01/2012;480130.04;0;51.56;3.268;2.237.114.288;5.667
9;27/01/2012;482451.21;0;49.38;3.29;2.238.060.527;5.667
9;03/02/2012;549967.89;0;54.43;3.36;2.239.006.766;5.667
9;10/02/2012;609736.12;1;44.03;3.409;2.239.953.006;5.667
9;17/02/2012;658965.05;0;43.81;3.51;2.241.588.663;5.667
9;24/02/2012;563578.79;0;53.67;3.555;2.243.741.384;5.667
9;02/03/2012;619498.28;0;57.2;3.63;2.245.894.104;5.667
9;09/03/2012;574955.95;0;54.03;3.669;2.248.046.825;5.667
9;16/03/2012;550373.57;0;59.94;3.734;2.249.594.902;5.667
9;23/03/2012;550791.32;0;58.79;3.787;2.250.336.786;5.667
9;30/03/2012;574985.37;0;67.87;3.845;225.107.867;5.667
9;06/04/2012;677885.99;0;68.83;3.891;2.251.820.555;5.539
9;13/04/2012;578539.86;0;69.19;3.891;2.252.562.439;5.539
9;20/04/2012;542819.03;0;68.04;3.877;2.253.117.488;5.539
9;27/04/2012;550414.99;0;73.07;3.814;2.253.672.537;5.539
9;04/05/2012;586289.08;0;78.98;3.749;2.254.227.585;5.539
9;11/05/2012;592572.3;0;70.94;3.688;2.254.782.634;5.539
9;18/05/2012;571463.93;0;69.52;3.63;2.254.942.498;5.539
9;25/05/2012;547226;0;79.69;3.561;2.254.944.288;5.539
9;01/06/2012;583648.59;0;80.26;3.501;2.254.946.078;5.539
9;08/06/2012;582525.42;0;78.91;3.452;2.254.947.868;5.539
9;15/06/2012;564606.1;0;82.21;3.393;2.255.070.634;5.539
9;22/06/2012;562173.12;0;81.05;3.346;2.255.495.841;5.539
9;29/06/2012;544770.7;0;87.18;3.286;2.255.921.049;5.539
9;06/07/2012;578790.36;0;84.15;3.227;2.256.346.256;5.277
9;13/07/2012;536537.64;0;82.39;3.256;2.256.771.463;5.277
9;20/07/2012;513991.57;0;83.39;3.311;2.256.871.121;5.277
9;27/07/2012;495951;0;86.41;3.407;2.256.970.779;5.277
9;03/08/2012;533887.54;0;90.23;3.417;2.257.070.437;5.277
9;10/08/2012;538713.47;0;88.66;3.494;2.257.170.094;5.277
9;17/08/2012;535153.47;0;86.37;3.571;2.257.995.323;5.277
9;24/08/2012;572887.78;0;77.9;3.62;2.259.364.729;5.277
9;31/08/2012;576879.15;0;80.71;3.638;2.260.734.135;5.277
9;07/09/2012;565812.29;1;87.93;3.73;2.262.103.541;5.277
9;14/09/2012;523427.35;0;73.55;3.717;2.263.567.545;5.277
9;21/09/2012;533756.88;0;69.92;3.721;2.265.599.138;5.277
9;28/09/2012;516361.06;0;76.8;3.666;2.267.630.732;5.277
9;05/10/2012;606755.3;0;66.61;3.617;2.269.662.325;4.954
9;12/10/2012;558464.8;0;60.09;3.601;2.271.693.919;4.954
9;19/10/2012;542009.46;0;68.01;3.594;227.214.288;4.954
9;26/10/2012;549731.49;0;69.52;3.506;2.272.328.068;4.954
10;05/02/2010;2193048.75;0;54.34;2.962;1.264.420.645;9.765
10;12/02/2010;2176028.52;1;49.96;2.828;1.264.962.581;9.765
10;19/02/2010;2113432.58;0;58.22;2.915;1.265.262.857;9.765
10;26/02/2010;2006774.96;0;52.77;2.825;1.265.522.857;9.765
10;05/03/2010;1987090.09;0;55.92;2.877;1.265.782.857;9.765
10;12/03/2010;1941346.13;0;52.33;3.034;1.266.042.857;9.765
10;19/03/2010;1946875.06;0;61.46;3.054;1.266.066.452;9.765
10;26/03/2010;1893532.46;0;60.05;2.98;1.266.050.645;9.765
10;02/04/2010;2138651.97;0;63.66;3.086;1.266.034.839;9.524
10;09/04/2010;2041069.37;0;65.29;3.004;1.266.019.032;9.524
10;16/04/2010;1826241.44;0;69.74;3.109;1.265.621;9.524
10;23/04/2010;1829521.83;0;66.42;3.05;1.264.713.333;9.524
10;30/04/2010;1790694.59;0;69.76;3.105;1.263.805.667;9.524
10;07/05/2010;1921432.16;0;71.06;3.127;1.262.898;9.524
10;14/05/2010;1808056.41;0;73.88;3.145;1.262.085.484;9.524
10;21/05/2010;1847613.58;0;78.32;3.12;1.261.843.871;9.524
10;28/05/2010;1904618.17;0;76.67;3.058;1.261.602.258;9.524
10;04/06/2010;1931406.28;0;82.82;2.941;1.261.360.645;9.524
10;11/06/2010;1827521.71;0;89.67;3.057;1.261.119.032;9.524
10;18/06/2010;1837636.24;0;83.49;2.935;126.114;9.524
10;25/06/2010;1768172.31;0;90.32;3.084;1.261.266;9.524
10;02/07/2010;1845893.87;0;92.89;2.978;1.261.392;9.199
10;09/07/2010;1769793.37;0;91.03;3.1;1.261.518;9.199
10;16/07/2010;1828052.47;0;91.8;2.971;1.261.498.065;9.199
10;23/07/2010;1831676.03;0;88.44;3.112;1.261.283.548;9.199
10;30/07/2010;1832664.03;0;85.03;3.017;1.261.069.032;9.199
10;06/08/2010;1949236.09;0;86.13;3.123;1.260.854.516;9.199
10;13/08/2010;1962996.7;0;88.37;3.049;126.064;9.199
10;20/08/2010;1983190.56;0;89.88;3.041;1.260.766.452;9.199
10;27/08/2010;1727565.42;0;84.99;3.022;1.260.892.903;9.199
10;03/09/2010;1766331.45;0;83.8;3.087;1.261.019.355;9.199
10;10/09/2010;1720530.23;1;84.04;2.961;1.261.145.806;9.199
10;17/09/2010;1716755.78;0;85.52;3.028;1.261.454.667;9.199
10;24/09/2010;1655036.75;0;85.75;2.939;1.261.900.333;9.199
10;01/10/2010;1645892.97;0;86.01;3.001;1.262.346;9.003
